driver_name,driver_id,manufacturer,car_number,lap_number,running_position,lap_speed,lap_time,team,playoffs,points_ineligible,starting_position,finish_position,statuses
Bubba Wallace,4025,Tyt,23,81,1,117.591,22.961,23XI Racing,False,False,7,28,green
Austin Dillon,3873,Chv,3,242,1,117.488,22.981,Richard Childress Racing,False,False,11,1,green
Bubba Wallace,4025,Tyt,23,190,1,117.035,23.070,23XI Racing,False,False,7,28,green
Bubba Wallace,4025,Tyt,23,82,1,117.015,23.074,23XI Racing,False,False,7,28,green
Christopher Bell,4153,Tyt,20,81,2,116.949,23.087,Joe Gibbs Racing,False,False,8,21,green
Tyler Reddick,4065,Tyt,45,2,2,116.929,23.091,23XI Racing,False,False,2,34,green
Brad Keselowski,1816,Frd,6,178,17,116.807,23.115,RFK Racing,False,False,6,9,green
Bubba Wallace,4025,Tyt,23,2,5,116.782,23.120,23XI Racing,False,False,7,28,green
Ryan Preece,4070,Frd,60,2,1,116.772,23.122,RFK Racing,False,False,1,35,green
Austin Dillon,3873,Chv,3,243,1,116.595,23.157,Richard Childress Racing,False,False,11,1,green
AJ Allmendinger,3774,Chv,16,2,3,116.580,23.160,Kaulig Racing,False,False,3,22,green
Denny Hamlin,1361,Tyt,11,2,4,116.550,23.166,Joe Gibbs Racing,False,False,4,10,green
Ryan Preece,4070,Frd,60,1,1,116.465,23.183,RFK Racing,False,False,1,35,start
Kyle Larson,4030,Chv,5,352,19,116.435,23.189,Hendrick Motorsports,False,False,30,6,green
Carson Hocevar,4326,Chv,77,128,24,116.404,23.195,Spire Motorsports,False,False,15,15,green
Ricky Stenhouse Jr.,3888,Chv,47,355,28,116.379,23.200,HYAK Motorsports,False,False,36,23,green
Austin Cindric,4180,Frd,2,81,4,116.289,23.218,Team Penske,False,False,13,5,green
Brad Keselowski,1816,Frd,6,129,17,116.274,23.221,RFK Racing,False,False,6,9,green
Christopher Bell,4153,Tyt,20,350,27,116.269,23.222,Joe Gibbs Racing,False,False,8,21,green
Ryan Blaney,4023,Frd,12,81,5,116.254,23.225,Team Penske,False,False,20,3,green
Carson Hocevar,4326,Chv,77,361,24,116.249,23.226,Spire Motorsports,False,False,15,15,green
William Byron,4184,Chv,24,179,12,116.234,23.229,Hendrick Motorsports,False,False,14,12,green
Daniel Suarez,4113,Chv,99,81,6,116.219,23.232,Trackhouse Racing,False,False,21,7,green
Carson Hocevar,4326,Chv,77,127,26,116.194,23.237,Spire Motorsports,False,False,15,15,green
Brad Keselowski,1816,Frd,6,130,14,116.184,23.239,RFK Racing,False,False,6,9,green
Chris Buescher,3989,Frd,17,124,27,116.179,23.240,RFK Racing,False,False,12,30,green
Austin Dillon,3873,Chv,3,178,14,116.164,23.243,Richard Childress Racing,False,False,11,1,green
Brad Keselowski,1816,Frd,6,2,6,116.164,23.243,RFK Racing,False,False,6,9,green
Ricky Stenhouse Jr.,3888,Chv,47,39,35,116.134,23.249,HYAK Motorsports,False,False,36,23,green
Brad Keselowski,1816,Frd,6,81,7,116.129,23.250,RFK Racing,False,False,6,9,green
Bubba Wallace,4025,Tyt,23,80,1,116.129,23.250,23XI Racing,False,False,7,28,restart
Austin Dillon,3873,Chv,3,2,12,116.109,23.254,Richard Childress Racing,False,False,11,1,green
Christopher Bell,4153,Tyt,20,2,8,116.104,23.255,Joe Gibbs Racing,False,False,8,21,green
Bubba Wallace,4025,Tyt,23,215,1,116.079,23.260,23XI Racing,False,False,7,28,green
Brad Keselowski,1816,Frd,6,177,20,116.059,23.264,RFK Racing,False,False,6,9,green
William Byron,4184,Chv,24,291,14,116.049,23.266,Hendrick Motorsports,False,False,14,12,green
Alex Bowman,4045,Chv,48,2,9,116.029,23.270,Hendrick Motorsports,False,False,9,2,green
Denny Hamlin,1361,Tyt,11,126,23,116.024,23.271,Joe Gibbs Racing,False,False,4,10,green
Cody Ware,4125,Frd,51,353,35,116.014,23.273,Rick Ware Racing,False,False,37,32,green
William Byron,4184,Chv,24,242,8,115.999,23.276,Hendrick Motorsports,False,False,14,12,green
Chase Elliott,4062,Chv,9,4,5,115.974,23.281,Hendrick Motorsports,False,False,5,38,green
William Byron,4184,Chv,24,293,8,115.959,23.284,Hendrick Motorsports,False,False,14,12,green
Ricky Stenhouse Jr.,3888,Chv,47,38,36,115.959,23.284,HYAK Motorsports,False,False,36,23,green
AJ Allmendinger,3774,Chv,16,3,3,115.940,23.288,Kaulig Racing,False,False,3,22,green
Joey Logano,3859,Frd,22,347,13,115.910,23.294,Team Penske,False,False,38,4,green
Chase Elliott,4062,Chv,9,3,6,115.905,23.295,Hendrick Motorsports,False,False,5,38,green
William Byron,4184,Chv,24,81,8,115.905,23.295,Hendrick Motorsports,False,False,14,12,green
Chase Briscoe,4228,Tyt,19,131,16,115.895,23.297,Joe Gibbs Racing,False,False,19,13,green
Austin Dillon,3873,Chv,3,179,11,115.890,23.298,Richard Childress Racing,False,False,11,1,green
Chris Buescher,3989,Frd,17,349,26,115.880,23.300,RFK Racing,False,False,12,30,green
Ross Chastain,4001,Chv,1,129,26,115.865,23.303,Trackhouse Racing,False,False,33,19,green
Brad Keselowski,1816,Frd,6,3,5,115.860,23.304,RFK Racing,False,False,6,9,green
Tyler Reddick,4065,Tyt,45,3,2,115.860,23.304,23XI Racing,False,False,2,34,green
Alex Bowman,4045,Chv,48,293,12,115.855,23.305,Hendrick Motorsports,False,False,9,2,green
Riley Herbst,4269,Tyt,35,38,35,115.850,23.306,23XI Racing,False,False,26,31,green
Austin Cindric,4180,Frd,2,2,13,115.850,23.306,Team Penske,False,False,13,5,green
Ryan Preece,4070,Frd,60,3,1,115.835,23.309,RFK Racing,False,False,1,35,green
Alex Bowman,4045,Chv,48,125,25,115.825,23.311,Hendrick Motorsports,False,False,9,2,green
Daniel Suarez,4113,Chv,99,292,13,115.825,23.311,Trackhouse Racing,False,False,21,7,green
Noah Gragson,4224,Frd,4,345,32,115.810,23.314,Front Row Motorsports,False,False,22,27,green
William Byron,4184,Chv,24,178,16,115.810,23.314,Hendrick Motorsports,False,False,14,12,green
Brad Keselowski,1816,Frd,6,179,13,115.800,23.316,RFK Racing,False,False,6,9,green
Chris Buescher,3989,Frd,17,125,23,115.790,23.318,RFK Racing,False,False,12,30,green
Christopher Bell,4153,Tyt,20,82,2,115.790,23.318,Joe Gibbs Racing,False,False,8,21,green
Bubba Wallace,4025,Tyt,23,243,2,115.775,23.321,23XI Racing,False,False,7,28,green
Christopher Bell,4153,Tyt,20,349,27,115.775,23.321,Joe Gibbs Racing,False,False,8,21,green
Josh Berry,4123,Frd,21,2,17,115.766,23.323,Wood Brothers Racing,False,False,17,8,green
Bubba Wallace,4025,Tyt,23,198,1,115.751,23.326,23XI Racing,False,False,7,28,green
Denny Hamlin,1361,Tyt,11,3,4,115.726,23.331,Joe Gibbs Racing,False,False,4,10,green
Brad Keselowski,1816,Frd,6,354,20,115.716,23.333,RFK Racing,False,False,6,9,green
Tyler Reddick,4065,Tyt,45,81,3,115.706,23.335,23XI Racing,False,False,2,34,green
Austin Dillon,3873,Chv,3,244,1,115.706,23.335,Richard Childress Racing,False,False,11,1,green
Austin Cindric,4180,Frd,2,297,16,115.701,23.336,Team Penske,False,False,13,5,green
Kyle Larson,4030,Chv,5,126,20,115.701,23.336,Hendrick Motorsports,False,False,30,6,green
Carson Hocevar,4326,Chv,77,242,6,115.691,23.338,Spire Motorsports,False,False,15,15,green
Ryan Preece,4070,Frd,60,4,1,115.686,23.339,RFK Racing,False,False,1,35,green
Chase Briscoe,4228,Tyt,19,81,10,115.681,23.340,Joe Gibbs Racing,False,False,19,13,green
Zane Smith,4272,Frd,38,350,22,115.666,23.343,Front Row Motorsports,False,False,29,11,green
Kyle Larson,4030,Chv,5,125,24,115.661,23.344,Hendrick Motorsports,False,False,30,6,green
Denny Hamlin,1361,Tyt,11,127,22,115.656,23.345,Joe Gibbs Racing,False,False,4,10,green
Christopher Bell,4153,Tyt,20,83,2,115.656,23.345,Joe Gibbs Racing,False,False,8,21,green
Austin Dillon,3873,Chv,3,177,17,115.652,23.346,Richard Childress Racing,False,False,11,1,green
William Byron,4184,Chv,24,292,10,115.632,23.350,Hendrick Motorsports,False,False,14,12,green
Chase Briscoe,4228,Tyt,19,130,17,115.632,23.350,Joe Gibbs Racing,False,False,19,13,green
Joey Logano,3859,Frd,22,125,21,115.617,23.353,Team Penske,False,False,38,4,green
Chase Elliott,4062,Chv,9,178,27,115.592,23.358,Hendrick Motorsports,False,False,5,38,green
William Byron,4184,Chv,24,3,10,115.592,23.358,Hendrick Motorsports,False,False,14,12,green
Austin Dillon,3873,Chv,3,294,6,115.592,23.358,Richard Childress Racing,False,False,11,1,green
Ty Gibbs,4368,Tyt,54,358,28,115.592,23.358,Joe Gibbs Racing,False,False,23,18,green
Bubba Wallace,4025,Tyt,23,216,1,115.587,23.359,23XI Racing,False,False,7,28,green
Noah Gragson,4224,Frd,4,242,33,115.587,23.359,Front Row Motorsports,False,False,22,27,green
AJ Allmendinger,3774,Chv,16,5,3,115.577,23.361,Kaulig Racing,False,False,3,22,green
John Hunter Nemechek,4092,Tyt,42,343,36,115.577,23.361,Legacy Motor Club,False,False,34,36,green
Ryan Blaney,4023,Frd,12,82,5,115.572,23.362,Team Penske,False,False,20,3,green
Cole Custer,4104,Frd,41,127,34,115.562,23.364,Haas Factory Team,False,False,24,24,green
Chase Elliott,4062,Chv,9,179,25,115.562,23.364,Hendrick Motorsports,False,False,5,38,green
Chase Elliott,4062,Chv,9,2,7,115.562,23.364,Hendrick Motorsports,False,False,5,38,green
Kyle Larson,4030,Chv,5,296,20,115.557,23.365,Hendrick Motorsports,False,False,30,6,green
John Hunter Nemechek,4092,Tyt,42,342,36,115.557,23.365,Legacy Motor Club,False,False,34,36,green
Austin Dillon,3873,Chv,3,345,9,115.553,23.366,Richard Childress Racing,False,False,11,1,green
Alex Bowman,4045,Chv,48,242,3,115.543,23.368,Hendrick Motorsports,False,False,9,2,green
Ryan Blaney,4023,Frd,12,2,18,115.538,23.369,Team Penske,False,False,20,3,green
Brad Keselowski,1816,Frd,6,292,21,115.533,23.370,RFK Racing,False,False,6,9,green
Josh Berry,4123,Frd,21,127,21,115.523,23.372,Wood Brothers Racing,False,False,17,8,green
Joey Logano,3859,Frd,22,178,11,115.518,23.373,Team Penske,False,False,38,4,green
Daniel Suarez,4113,Chv,99,242,7,115.518,23.373,Trackhouse Racing,False,False,21,7,green
Austin Dillon,3873,Chv,3,127,12,115.508,23.375,Richard Childress Racing,False,False,11,1,green
Kyle Larson,4030,Chv,5,356,12,115.508,23.375,Hendrick Motorsports,False,False,30,6,green
Josh Berry,4123,Frd,21,126,22,115.508,23.375,Wood Brothers Racing,False,False,17,8,green
AJ Allmendinger,3774,Chv,16,38,14,115.503,23.376,Kaulig Racing,False,False,3,22,green
Carson Hocevar,4326,Chv,77,2,16,115.498,23.377,Spire Motorsports,False,False,15,15,green
Carson Hocevar,4326,Chv,77,129,24,115.498,23.377,Spire Motorsports,False,False,15,15,green
Austin Dillon,3873,Chv,3,125,19,115.488,23.379,Richard Childress Racing,False,False,11,1,green
Riley Herbst,4269,Tyt,35,127,37,115.488,23.379,23XI Racing,False,False,26,31,green
Ricky Stenhouse Jr.,3888,Chv,47,356,27,115.488,23.379,HYAK Motorsports,False,False,36,23,green
Ty Dillon,4013,Chv,10,346,24,115.473,23.382,Kaulig Racing,False,False,16,20,green
Denny Hamlin,1361,Tyt,11,129,20,115.473,23.382,Joe Gibbs Racing,False,False,4,10,green
Austin Cindric,4180,Frd,2,82,4,115.473,23.382,Team Penske,False,False,13,5,green
Carson Hocevar,4326,Chv,77,244,4,115.464,23.384,Spire Motorsports,False,False,15,15,green
Zane Smith,4272,Frd,38,298,23,115.464,23.384,Front Row Motorsports,False,False,29,11,green
Denny Hamlin,1361,Tyt,11,4,4,115.449,23.387,Joe Gibbs Racing,False,False,4,10,green
Bubba Wallace,4025,Tyt,23,83,1,115.449,23.387,23XI Racing,False,False,7,28,green
Cole Custer,4104,Frd,41,354,27,115.444,23.388,Haas Factory Team,False,False,24,24,green
Joey Logano,3859,Frd,22,346,15,115.439,23.389,Team Penske,False,False,38,4,green
Brad Keselowski,1816,Frd,6,4,6,115.434,23.390,RFK Racing,False,False,6,9,green
Tyler Reddick,4065,Tyt,45,38,13,115.429,23.391,23XI Racing,False,False,2,34,green
Chase Briscoe,4228,Tyt,19,39,20,115.429,23.391,Joe Gibbs Racing,False,False,19,13,green
Austin Cindric,4180,Frd,2,39,17,115.419,23.393,Team Penske,False,False,13,5,green
Michael McDowell,3832,Chv,71,2,10,115.419,23.393,Spire Motorsports,False,False,10,17,green
Tyler Reddick,4065,Tyt,45,39,11,115.414,23.394,23XI Racing,False,False,2,34,green
Kyle Larson,4030,Chv,5,354,15,115.409,23.395,Hendrick Motorsports,False,False,30,6,green
Zane Smith,4272,Frd,38,296,23,115.409,23.395,Front Row Motorsports,False,False,29,11,green
Shane Van Gisbergen,4469,Chv,88,129,21,115.399,23.397,Trackhouse Racing,False,False,27,14,green
Tyler Reddick,4065,Tyt,45,130,7,115.394,23.398,23XI Racing,False,False,2,34,green
Chase Briscoe,4228,Tyt,19,290,19,115.385,23.400,Joe Gibbs Racing,False,False,19,13,green
Christopher Bell,4153,Tyt,20,3,8,115.380,23.401,Joe Gibbs Racing,False,False,8,21,green
Brad Keselowski,1816,Frd,6,82,7,115.370,23.403,RFK Racing,False,False,6,9,green
Cole Custer,4104,Frd,41,41,35,115.370,23.403,Haas Factory Team,False,False,24,24,green
Kyle Larson,4030,Chv,5,355,14,115.365,23.404,Hendrick Motorsports,False,False,30,6,green
Zane Smith,4272,Frd,38,354,18,115.355,23.406,Front Row Motorsports,False,False,29,11,green
Daniel Suarez,4113,Chv,99,190,2,115.355,23.406,Trackhouse Racing,False,False,21,7,green
Ross Chastain,4001,Chv,1,287,24,115.345,23.408,Trackhouse Racing,False,False,33,19,green
Chris Buescher,3989,Frd,17,348,26,115.345,23.408,RFK Racing,False,False,12,30,green
Christopher Bell,4153,Tyt,20,292,22,115.340,23.409,Joe Gibbs Racing,False,False,8,21,green
Christopher Bell,4153,Tyt,20,296,27,115.340,23.409,Joe Gibbs Racing,False,False,8,21,green
Tyler Reddick,4065,Tyt,45,1,2,115.325,23.412,23XI Racing,False,False,2,34,start
Daniel Suarez,4113,Chv,99,82,6,115.325,23.412,Trackhouse Racing,False,False,21,7,green
Zane Smith,4272,Frd,38,179,27,115.321,23.413,Front Row Motorsports,False,False,29,11,green
Zane Smith,4272,Frd,38,126,28,115.321,23.413,Front Row Motorsports,False,False,29,11,green
William Byron,4184,Chv,24,294,5,115.316,23.414,Hendrick Motorsports,False,False,14,12,green
Tyler Reddick,4065,Tyt,45,80,2,115.301,23.417,23XI Racing,False,False,2,34,restart
Shane Van Gisbergen,4469,Chv,88,127,23,115.301,23.417,Trackhouse Racing,False,False,27,14,green
William Byron,4184,Chv,24,2,11,115.301,23.417,Hendrick Motorsports,False,False,14,12,green
Kyle Larson,4030,Chv,5,1,29,115.296,23.418,Hendrick Motorsports,False,False,30,6,start
Josh Berry,4123,Frd,21,128,18,115.291,23.419,Wood Brothers Racing,False,False,17,8,green
Alex Bowman,4045,Chv,48,3,9,115.281,23.421,Hendrick Motorsports,False,False,9,2,green
Denny Hamlin,1361,Tyt,11,179,20,115.281,23.421,Joe Gibbs Racing,False,False,4,10,green
Ryan Blaney,4023,Frd,12,83,4,115.281,23.421,Team Penske,False,False,20,3,green
Brad Keselowski,1816,Frd,6,355,19,115.276,23.422,RFK Racing,False,False,6,9,green
Austin Dillon,3873,Chv,3,245,1,115.276,23.422,Richard Childress Racing,False,False,11,1,green
Michael McDowell,3832,Chv,71,123,30,115.271,23.423,Spire Motorsports,False,False,10,17,green
Chase Briscoe,4228,Tyt,19,132,16,115.271,23.423,Joe Gibbs Racing,False,False,19,13,green
Christopher Bell,4153,Tyt,20,347,27,115.266,23.424,Joe Gibbs Racing,False,False,8,21,green
Denny Hamlin,1361,Tyt,11,128,20,115.266,23.424,Joe Gibbs Racing,False,False,4,10,green
Tyler Reddick,4065,Tyt,45,82,3,115.261,23.425,23XI Racing,False,False,2,34,green
Austin Dillon,3873,Chv,3,81,9,115.257,23.426,Richard Childress Racing,False,False,11,1,green
Ty Gibbs,4368,Tyt,54,357,28,115.242,23.429,Joe Gibbs Racing,False,False,23,18,green
Brad Keselowski,1816,Frd,6,357,19,115.237,23.430,RFK Racing,False,False,6,9,green
Christopher Bell,4153,Tyt,20,80,3,115.232,23.431,Joe Gibbs Racing,False,False,8,21,restart
Kyle Busch,454,Chv,8,289,29,115.227,23.432,Richard Childress Racing,False,False,28,16,green
Corey Heim,4387,Tyt,67,81,29,115.227,23.432,23XI Racing,False,True,32,29,green
Carson Hocevar,4326,Chv,77,130,22,115.227,23.432,Spire Motorsports,False,False,15,15,green
Denny Hamlin,1361,Tyt,11,41,8,115.227,23.432,Joe Gibbs Racing,False,False,4,10,green
Denny Hamlin,1361,Tyt,11,293,17,115.222,23.433,Joe Gibbs Racing,False,False,4,10,green
Alex Bowman,4045,Chv,48,243,3,115.217,23.434,Hendrick Motorsports,False,False,9,2,green
Ty Dillon,4013,Chv,10,344,25,115.207,23.436,Kaulig Racing,False,False,16,20,green
Zane Smith,4272,Frd,38,297,23,115.202,23.437,Front Row Motorsports,False,False,29,11,green
Joey Logano,3859,Frd,22,349,11,115.202,23.437,Team Penske,False,False,38,4,green
Bubba Wallace,4025,Tyt,23,244,2,115.198,23.438,23XI Racing,False,False,7,28,green
Carson Hocevar,4326,Chv,77,362,23,115.193,23.439,Spire Motorsports,False,False,15,15,green
Chase Briscoe,4228,Tyt,19,291,19,115.193,23.439,Joe Gibbs Racing,False,False,19,13,green
Austin Dillon,3873,Chv,3,128,8,115.193,23.439,Richard Childress Racing,False,False,11,1,green
Tyler Reddick,4065,Tyt,45,4,2,115.193,23.439,23XI Racing,False,False,2,34,green
Alex Bowman,4045,Chv,48,294,9,115.188,23.440,Hendrick Motorsports,False,False,9,2,green
Brad Keselowski,1816,Frd,6,83,6,115.188,23.440,RFK Racing,False,False,6,9,green
Ty Dillon,4013,Chv,10,289,28,115.188,23.440,Kaulig Racing,False,False,16,20,green
Alex Bowman,4045,Chv,48,348,8,115.188,23.440,Hendrick Motorsports,False,False,9,2,green
William Byron,4184,Chv,24,343,24,115.188,23.440,Hendrick Motorsports,False,False,14,12,green
Chase Elliott,4062,Chv,9,126,25,115.183,23.441,Hendrick Motorsports,False,False,5,38,green
Noah Gragson,4224,Frd,4,344,33,115.178,23.442,Front Row Motorsports,False,False,22,27,green
Brad Keselowski,1816,Frd,6,294,17,115.173,23.443,RFK Racing,False,False,6,9,green
Brad Keselowski,1816,Frd,6,356,19,115.173,23.443,RFK Racing,False,False,6,9,green
Bubba Wallace,4025,Tyt,23,3,7,115.173,23.443,23XI Racing,False,False,7,28,green
Michael McDowell,3832,Chv,71,124,25,115.168,23.444,Spire Motorsports,False,False,10,17,green
Alex Bowman,4045,Chv,48,4,9,115.168,23.444,Hendrick Motorsports,False,False,9,2,green
Denny Hamlin,1361,Tyt,11,291,20,115.168,23.444,Joe Gibbs Racing,False,False,4,10,green
Erik Jones,4059,Tyt,43,127,24,115.163,23.445,Legacy Motor Club,False,False,18,26,green
Michael McDowell,3832,Chv,71,287,26,115.158,23.446,Spire Motorsports,False,False,10,17,green
AJ Allmendinger,3774,Chv,16,1,3,115.153,23.447,Kaulig Racing,False,False,3,22,start
Kyle Larson,4030,Chv,5,353,16,115.153,23.447,Hendrick Motorsports,False,False,30,6,green
Michael McDowell,3832,Chv,71,346,23,115.148,23.448,Spire Motorsports,False,False,10,17,green
Bubba Wallace,4025,Tyt,23,295,30,115.148,23.448,23XI Racing,False,False,7,28,green
Tyler Reddick,4065,Tyt,45,40,9,115.144,23.449,23XI Racing,False,False,2,34,green
Austin Dillon,3873,Chv,3,126,14,115.144,23.449,Richard Childress Racing,False,False,11,1,green
Shane Van Gisbergen,4469,Chv,88,128,21,115.139,23.450,Trackhouse Racing,False,False,27,14,green
William Byron,4184,Chv,24,82,8,115.134,23.451,Hendrick Motorsports,False,False,14,12,green
Chris Buescher,3989,Frd,17,178,25,115.134,23.451,RFK Racing,False,False,12,30,green
Ryan Preece,4070,Frd,60,290,30,115.134,23.451,RFK Racing,False,False,1,35,green
Chris Buescher,3989,Frd,17,126,19,115.129,23.452,RFK Racing,False,False,12,30,green
Denny Hamlin,1361,Tyt,11,343,19,115.124,23.453,Joe Gibbs Racing,False,False,4,10,green
Tyler Reddick,4065,Tyt,45,131,5,115.124,23.453,23XI Racing,False,False,2,34,green
Alex Bowman,4045,Chv,48,81,13,115.119,23.454,Hendrick Motorsports,False,False,9,2,green
Josh Berry,4123,Frd,21,243,9,115.119,23.454,Wood Brothers Racing,False,False,17,8,green
Austin Cindric,4180,Frd,2,349,12,115.114,23.455,Team Penske,False,False,13,5,green
Bubba Wallace,4025,Tyt,23,294,30,115.114,23.455,23XI Racing,False,False,7,28,green
Kyle Larson,4030,Chv,5,127,18,115.114,23.455,Hendrick Motorsports,False,False,30,6,green
Austin Dillon,3873,Chv,3,346,7,115.109,23.456,Richard Childress Racing,False,False,11,1,green
Ty Gibbs,4368,Tyt,54,359,27,115.104,23.457,Joe Gibbs Racing,False,False,23,18,green
Austin Cindric,4180,Frd,2,298,16,115.099,23.458,Team Penske,False,False,13,5,green
Riley Herbst,4269,Tyt,35,291,35,115.099,23.458,23XI Racing,False,False,26,31,green
Michael McDowell,3832,Chv,71,349,21,115.094,23.459,Spire Motorsports,False,False,10,17,green
Zane Smith,4272,Frd,38,128,25,115.090,23.460,Front Row Motorsports,False,False,29,11,green
Chris Buescher,3989,Frd,17,288,32,115.090,23.460,RFK Racing,False,False,12,30,green
Ty Dillon,4013,Chv,10,288,29,115.080,23.462,Kaulig Racing,False,False,16,20,green
Joey Logano,3859,Frd,22,1,36,115.075,23.463,Team Penske,False,False,38,4,start
Carson Hocevar,4326,Chv,77,179,29,115.070,23.464,Spire Motorsports,False,False,15,15,green
Kyle Busch,454,Chv,8,288,30,115.070,23.464,Richard Childress Racing,False,False,28,16,green
Bubba Wallace,4025,Tyt,23,242,2,115.070,23.464,23XI Racing,False,False,7,28,green
Kyle Busch,454,Chv,8,365,27,115.065,23.465,Richard Childress Racing,False,False,28,16,green
Bubba Wallace,4025,Tyt,23,217,1,115.060,23.466,23XI Racing,False,False,7,28,green
Chris Buescher,3989,Frd,17,351,26,115.060,23.466,RFK Racing,False,False,12,30,green
Chase Briscoe,4228,Tyt,19,293,15,115.045,23.469,Joe Gibbs Racing,False,False,19,13,green
Tyler Reddick,4065,Tyt,45,41,9,115.045,23.469,23XI Racing,False,False,2,34,green
John Hunter Nemechek,4092,Tyt,42,178,36,115.040,23.470,Legacy Motor Club,False,False,34,36,green
Tyler Reddick,4065,Tyt,45,83,3,115.040,23.470,23XI Racing,False,False,2,34,green
AJ Allmendinger,3774,Chv,16,293,23,115.026,23.473,Kaulig Racing,False,False,3,22,green
Michael McDowell,3832,Chv,71,347,22,115.021,23.474,Spire Motorsports,False,False,10,17,green
Ty Gibbs,4368,Tyt,54,40,29,115.021,23.474,Joe Gibbs Racing,False,False,23,18,green
Alex Bowman,4045,Chv,48,244,3,115.016,23.475,Hendrick Motorsports,False,False,9,2,green
Noah Gragson,4224,Frd,4,2,21,115.011,23.476,Front Row Motorsports,False,False,22,27,green
Bubba Wallace,4025,Tyt,23,214,1,115.011,23.476,23XI Racing,False,False,7,28,restart
Josh Berry,4123,Frd,21,40,17,115.006,23.477,Wood Brothers Racing,False,False,17,8,green
Denny Hamlin,1361,Tyt,11,42,8,115.006,23.477,Joe Gibbs Racing,False,False,4,10,green
Ryan Blaney,4023,Frd,12,3,18,115.001,23.478,Team Penske,False,False,20,3,green
Alex Bowman,4045,Chv,48,176,29,115.001,23.478,Hendrick Motorsports,False,False,9,2,green
Ty Dillon,4013,Chv,10,292,26,114.996,23.479,Kaulig Racing,False,False,16,20,green
Ryan Preece,4070,Frd,60,291,30,114.996,23.479,RFK Racing,False,False,1,35,green
Bubba Wallace,4025,Tyt,23,197,1,114.991,23.480,23XI Racing,False,False,7,28,restart
Ty Dillon,4013,Chv,10,2,15,114.987,23.481,Kaulig Racing,False,False,16,20,green
Ty Dillon,4013,Chv,10,179,28,114.977,23.483,Kaulig Racing,False,False,16,20,green
Daniel Suarez,4113,Chv,99,130,5,114.972,23.484,Trackhouse Racing,False,False,21,7,green
Ty Dillon,4013,Chv,10,345,25,114.972,23.484,Kaulig Racing,False,False,16,20,green
Ross Chastain,4001,Chv,1,288,22,114.972,23.484,Trackhouse Racing,False,False,33,19,green
Brad Keselowski,1816,Frd,6,131,13,114.972,23.484,RFK Racing,False,False,6,9,green
Ryan Blaney,4023,Frd,12,348,6,114.967,23.485,Team Penske,False,False,20,3,green
John Hunter Nemechek,4092,Tyt,42,1,31,114.967,23.485,Legacy Motor Club,False,False,34,36,start
Alex Bowman,4045,Chv,48,128,15,114.967,23.485,Hendrick Motorsports,False,False,9,2,green
William Byron,4184,Chv,24,344,24,114.967,23.485,Hendrick Motorsports,False,False,14,12,green
Bubba Wallace,4025,Tyt,23,189,1,114.962,23.486,23XI Racing,False,False,7,28,restart
Ross Chastain,4001,Chv,1,130,24,114.957,23.487,Trackhouse Racing,False,False,33,19,green
Todd Gilliland,4231,Frd,34,2,37,114.957,23.487,Front Row Motorsports,False,False,31,25,green
Daniel Suarez,4113,Chv,99,129,7,114.952,23.488,Trackhouse Racing,False,False,21,7,green
Bubba Wallace,4025,Tyt,23,293,32,114.952,23.488,23XI Racing,False,False,7,28,green
Ryan Blaney,4023,Frd,12,190,3,114.952,23.488,Team Penske,False,False,20,3,green
Austin Dillon,3873,Chv,3,37,22,114.947,23.489,Richard Childress Racing,False,False,11,1,green
Kyle Larson,4030,Chv,5,81,12,114.947,23.489,Hendrick Motorsports,False,False,30,6,green
Chris Buescher,3989,Frd,17,3,13,114.947,23.489,RFK Racing,False,False,12,30,green
Ross Chastain,4001,Chv,1,2,31,114.943,23.490,Trackhouse Racing,False,False,33,19,green
Daniel Suarez,4113,Chv,99,2,22,114.943,23.490,Trackhouse Racing,False,False,21,7,green
AJ Allmendinger,3774,Chv,16,4,3,114.938,23.491,Kaulig Racing,False,False,3,22,green
Zane Smith,4272,Frd,38,36,30,114.938,23.491,Front Row Motorsports,False,False,29,11,green
Daniel Suarez,4113,Chv,99,244,5,114.938,23.491,Trackhouse Racing,False,False,21,7,green
Carson Hocevar,4326,Chv,77,363,23,114.933,23.492,Spire Motorsports,False,False,15,15,green
Denny Hamlin,1361,Tyt,11,130,18,114.933,23.492,Joe Gibbs Racing,False,False,4,10,green
Ryan Preece,4070,Frd,60,81,14,114.933,23.492,RFK Racing,False,False,1,35,green
Austin Cindric,4180,Frd,2,179,9,114.923,23.494,Team Penske,False,False,13,5,green
Ross Chastain,4001,Chv,1,81,16,114.923,23.494,Trackhouse Racing,False,False,33,19,green
Zane Smith,4272,Frd,38,295,24,114.923,23.494,Front Row Motorsports,False,False,29,11,green
Christopher Bell,4153,Tyt,20,4,8,114.923,23.494,Joe Gibbs Racing,False,False,8,21,green
Chase Briscoe,4228,Tyt,19,289,22,114.918,23.495,Joe Gibbs Racing,False,False,19,13,green
Chris Buescher,3989,Frd,17,352,26,114.918,23.495,RFK Racing,False,False,12,30,green
Cole Custer,4104,Frd,41,355,27,114.918,23.495,Haas Factory Team,False,False,24,24,green
Austin Dillon,3873,Chv,3,246,1,114.913,23.496,Richard Childress Racing,False,False,11,1,green
Zane Smith,4272,Frd,38,2,28,114.913,23.496,Front Row Motorsports,False,False,29,11,green
