driver_name,driver_id,manufacturer,car_number,lap_number,running_position,lap_speed,lap_time,team,playoffs,points_ineligible,starting_position,finish_position,statuses
Ricky Stenhouse Jr.,3888,Chv,47,162,26,105.683,25.548,HYAK Motorsports,False,False,36,23,green
Cody Ware,4125,Frd,51,172,38,105.683,25.548,Rick Ware Racing,False,False,37,32,green
Kyle Larson,4030,Chv,5,400,6,105.683,25.548,Hendrick Motorsports,False,False,30,6,pitting in
Brad Keselowski,1816,Frd,6,126,7,105.683,25.548,RFK Racing,False,False,6,9,pitting in
John Hunter Nemechek,4092,Tyt,42,318,32,105.683,25.548,Legacy Motor Club,False,False,34,36,green
Ryan Blaney,4023,Frd,12,126,3,105.683,25.548,Team Penske,False,False,20,3,green
Ty Gibbs,4368,Tyt,54,120,34,105.679,25.549,Joe Gibbs Racing,False,False,23,18,green
Ross Chastain,4001,Chv,1,326,18,105.679,25.549,Trackhouse Racing,False,False,33,19,green
Riley Herbst,4269,Tyt,35,393,31,105.679,25.549,23XI Racing,False,False,26,31,green
Justin Haley,4172,Chv,7,41,7,105.675,25.550,Spire Motorsports,False,False,25,37,green
Ross Chastain,4001,Chv,1,164,20,105.675,25.550,Trackhouse Racing,False,False,33,19,green
Kyle Busch,454,Chv,8,29,31,105.675,25.550,Richard Childress Racing,False,False,28,16,green
Chris Buescher,3989,Frd,17,198,14,105.675,25.550,RFK Racing,False,False,12,30,green
Shane Van Gisbergen,4469,Chv,88,37,10,105.671,25.551,Trackhouse Racing,False,False,27,14,pitting in
Justin Haley,4172,Chv,7,177,15,105.671,25.551,Spire Motorsports,False,False,25,37,green
Chase Elliott,4062,Chv,9,174,18,105.671,25.551,Hendrick Motorsports,False,False,5,38,green
Kyle Busch,454,Chv,8,179,21,105.671,25.551,Richard Childress Racing,False,False,28,16,green
Alex Bowman,4045,Chv,48,278,4,105.671,25.551,Hendrick Motorsports,False,False,9,2,green
John Hunter Nemechek,4092,Tyt,42,68,26,105.667,25.552,Legacy Motor Club,False,False,34,36,green
Erik Jones,4059,Tyt,43,389,26,105.667,25.552,Legacy Motor Club,False,False,18,26,green
Cole Custer,4104,Frd,41,173,25,105.667,25.552,Haas Factory Team,False,False,24,24,green
Shane Van Gisbergen,4469,Chv,88,331,14,105.667,25.552,Trackhouse Racing,False,False,27,14,green
William Byron,4184,Chv,24,26,18,105.663,25.553,Hendrick Motorsports,False,False,14,12,green
Bubba Wallace,4025,Tyt,23,346,26,105.663,25.553,23XI Racing,False,False,7,28,pitting in
Shane Van Gisbergen,4469,Chv,88,35,16,105.663,25.553,Trackhouse Racing,False,False,27,14,green
Christopher Bell,4153,Tyt,20,119,3,105.663,25.553,Joe Gibbs Racing,False,False,8,21,green
Chase Briscoe,4228,Tyt,19,175,9,105.663,25.553,Joe Gibbs Racing,False,False,19,13,green
Chase Elliott,4062,Chv,9,122,23,105.659,25.554,Hendrick Motorsports,False,False,5,38,pitting in
Josh Berry,4123,Frd,21,166,13,105.654,25.555,Wood Brothers Racing,False,False,17,8,green
Austin Dillon,3873,Chv,3,291,1,105.654,25.555,Richard Childress Racing,False,False,11,1,pitting in
Shane Van Gisbergen,4469,Chv,88,281,13,105.650,25.556,Trackhouse Racing,False,False,27,14,green
Cole Custer,4104,Frd,41,29,29,105.650,25.556,Haas Factory Team,False,False,24,24,green
Cole Custer,4104,Frd,41,281,23,105.650,25.556,Haas Factory Team,False,False,24,24,green
Jesse Love,4463,Chv,33,123,23,105.650,25.556,Richard Childress Racing,False,True,35,33,green
Michael McDowell,3832,Chv,71,390,15,105.650,25.556,Spire Motorsports,False,False,10,17,green
Todd Gilliland,4231,Frd,34,176,11,105.646,25.557,Front Row Motorsports,False,False,31,25,green
Chase Briscoe,4228,Tyt,19,338,10,105.642,25.558,Joe Gibbs Racing,False,False,19,13,green
Chase Briscoe,4228,Tyt,19,397,13,105.642,25.558,Joe Gibbs Racing,False,False,19,13,green
Noah Gragson,4224,Frd,4,280,30,105.642,25.558,Front Row Motorsports,False,False,22,27,green
Chase Briscoe,4228,Tyt,19,339,10,105.638,25.559,Joe Gibbs Racing,False,False,19,13,pitting in
Erik Jones,4059,Tyt,43,388,26,105.638,25.559,Legacy Motor Club,False,False,18,26,green
Shane Van Gisbergen,4469,Chv,88,173,15,105.634,25.560,Trackhouse Racing,False,False,27,14,green
Denny Hamlin,1361,Tyt,11,59,3,105.634,25.560,Joe Gibbs Racing,False,False,4,10,green
AJ Allmendinger,3774,Chv,16,67,7,105.634,25.560,Kaulig Racing,False,False,3,22,green
Cole Custer,4104,Frd,41,342,13,105.630,25.561,Haas Factory Team,False,False,24,24,green
Daniel Suarez,4113,Chv,99,160,6,105.630,25.561,Trackhouse Racing,False,False,21,7,green
Riley Herbst,4269,Tyt,35,396,31,105.630,25.561,23XI Racing,False,False,26,31,green
Denny Hamlin,1361,Tyt,11,66,2,105.630,25.561,Joe Gibbs Racing,False,False,4,10,green
Chris Buescher,3989,Frd,17,276,28,105.630,25.561,RFK Racing,False,False,12,30,green
Ty Dillon,4013,Chv,10,175,16,105.626,25.562,Kaulig Racing,False,False,16,20,pitting in
Riley Herbst,4269,Tyt,35,110,34,105.626,25.562,23XI Racing,False,False,26,31,green
Carson Hocevar,4326,Chv,77,164,21,105.626,25.562,Spire Motorsports,False,False,15,15,green
Ryan Blaney,4023,Frd,12,343,1,105.626,25.562,Team Penske,False,False,20,3,green
Ryan Preece,4070,Frd,60,366,32,105.621,25.563,RFK Racing,False,False,1,35,green
Todd Gilliland,4231,Frd,34,124,14,105.621,25.563,Front Row Motorsports,False,False,31,25,green
Jesse Love,4463,Chv,33,117,31,105.621,25.563,Richard Childress Racing,False,True,35,33,green
Ty Dillon,4013,Chv,10,277,25,105.621,25.563,Kaulig Racing,False,False,16,20,green
Cody Ware,4125,Frd,51,308,31,105.621,25.563,Rick Ware Racing,False,False,37,32,green
Justin Haley,4172,Chv,7,49,11,105.621,25.563,Spire Motorsports,False,False,25,37,green
Josh Berry,4123,Frd,21,174,13,105.621,25.563,Wood Brothers Racing,False,False,17,8,green
Noah Gragson,4224,Frd,4,31,25,105.621,25.563,Front Row Motorsports,False,False,22,27,green
Cole Custer,4104,Frd,41,293,4,105.617,25.564,Haas Factory Team,False,False,24,24,green
Riley Herbst,4269,Tyt,35,338,29,105.617,25.564,23XI Racing,False,False,26,31,green
AJ Allmendinger,3774,Chv,16,334,16,105.617,25.564,Kaulig Racing,False,False,3,22,green
Ty Gibbs,4368,Tyt,54,116,37,105.617,25.564,Joe Gibbs Racing,False,False,23,18,green
Ty Dillon,4013,Chv,10,397,21,105.617,25.564,Kaulig Racing,False,False,16,20,green
Ryan Preece,4070,Frd,60,142,17,105.613,25.565,RFK Racing,False,False,1,35,green
Chris Buescher,3989,Frd,17,269,28,105.609,25.566,RFK Racing,False,False,12,30,green
Tyler Reddick,4065,Tyt,45,374,33,105.609,25.566,23XI Racing,False,False,2,34,green
Kyle Larson,4030,Chv,5,171,14,105.605,25.567,Hendrick Motorsports,False,False,30,6,green
Noah Gragson,4224,Frd,4,28,25,105.605,25.567,Front Row Motorsports,False,False,22,27,green
Ricky Stenhouse Jr.,3888,Chv,47,123,21,105.601,25.568,HYAK Motorsports,False,False,36,23,pitting in
Ryan Preece,4070,Frd,60,43,1,105.601,25.568,RFK Racing,False,False,1,35,green
Chase Briscoe,4228,Tyt,19,399,13,105.601,25.568,Joe Gibbs Racing,False,False,19,13,green
Todd Gilliland,4231,Frd,34,394,25,105.601,25.568,Front Row Motorsports,False,False,31,25,green
Erik Jones,4059,Tyt,43,326,19,105.601,25.568,Legacy Motor Club,False,False,18,26,green
Cole Custer,4104,Frd,41,348,11,105.597,25.569,Haas Factory Team,False,False,24,24,green
Cody Ware,4125,Frd,51,35,23,105.597,25.569,Rick Ware Racing,False,False,37,32,green
Todd Gilliland,4231,Frd,34,269,24,105.597,25.569,Front Row Motorsports,False,False,31,25,green
John Hunter Nemechek,4092,Tyt,42,154,31,105.597,25.569,Legacy Motor Club,False,False,34,36,green
Noah Gragson,4224,Frd,4,283,30,105.592,25.570,Front Row Motorsports,False,False,22,27,green
AJ Allmendinger,3774,Chv,16,110,33,105.592,25.570,Kaulig Racing,False,False,3,22,green
Brad Keselowski,1816,Frd,6,351,1,105.592,25.570,RFK Racing,False,False,6,9,pitting in
Ricky Stenhouse Jr.,3888,Chv,47,352,16,105.592,25.570,HYAK Motorsports,False,False,36,23,pitting in
Chris Buescher,3989,Frd,17,342,16,105.588,25.571,RFK Racing,False,False,12,30,green
Ryan Blaney,4023,Frd,12,388,3,105.588,25.571,Team Penske,False,False,20,3,green
Jesse Love,4463,Chv,33,124,18,105.588,25.571,Richard Childress Racing,False,True,35,33,green
John Hunter Nemechek,4092,Tyt,42,67,25,105.588,25.571,Legacy Motor Club,False,False,34,36,green
AJ Allmendinger,3774,Chv,16,385,16,105.584,25.572,Kaulig Racing,False,False,3,22,green
Chris Buescher,3989,Frd,17,373,26,105.580,25.573,RFK Racing,False,False,12,30,green
Todd Gilliland,4231,Frd,34,292,7,105.580,25.573,Front Row Motorsports,False,False,31,25,green
John Hunter Nemechek,4092,Tyt,42,325,33,105.580,25.573,Legacy Motor Club,False,False,34,36,green
Ryan Blaney,4023,Frd,12,393,3,105.580,25.573,Team Penske,False,False,20,3,green
Denny Hamlin,1361,Tyt,11,397,9,105.576,25.574,Joe Gibbs Racing,False,False,4,10,green
Joey Logano,3859,Frd,22,172,5,105.576,25.574,Team Penske,False,False,38,4,green
Tyler Reddick,4065,Tyt,45,257,31,105.576,25.574,23XI Racing,False,False,2,34,green
Shane Van Gisbergen,4469,Chv,88,328,14,105.576,25.574,Trackhouse Racing,False,False,27,14,green
Justin Haley,4172,Chv,7,174,26,105.576,25.574,Spire Motorsports,False,False,25,37,green
Ty Gibbs,4368,Tyt,54,114,37,105.572,25.575,Joe Gibbs Racing,False,False,23,18,green
Alex Bowman,4045,Chv,48,341,2,105.572,25.575,Hendrick Motorsports,False,False,9,2,green
Chase Briscoe,4228,Tyt,19,393,13,105.572,25.575,Joe Gibbs Racing,False,False,19,13,green
Cole Custer,4104,Frd,41,290,9,105.572,25.575,Haas Factory Team,False,False,24,24,green
Shane Van Gisbergen,4469,Chv,88,397,14,105.572,25.575,Trackhouse Racing,False,False,27,14,green
Michael McDowell,3832,Chv,71,276,21,105.572,25.575,Spire Motorsports,False,False,10,17,green
Chris Buescher,3989,Frd,17,155,15,105.568,25.576,RFK Racing,False,False,12,30,green
Kyle Busch,454,Chv,8,275,23,105.568,25.576,Richard Childress Racing,False,False,28,16,green
Kyle Busch,454,Chv,8,30,30,105.568,25.576,Richard Childress Racing,False,False,28,16,green
Ryan Preece,4070,Frd,60,357,31,105.568,25.576,RFK Racing,False,False,1,35,green
Ricky Stenhouse Jr.,3888,Chv,47,170,26,105.568,25.576,HYAK Motorsports,False,False,36,23,green
Ryan Blaney,4023,Frd,12,391,3,105.568,25.576,Team Penske,False,False,20,3,green
Cody Ware,4125,Frd,51,176,38,105.564,25.577,Rick Ware Racing,False,False,37,32,green
Michael McDowell,3832,Chv,71,386,15,105.564,25.577,Spire Motorsports,False,False,10,17,green
Carson Hocevar,4326,Chv,77,123,15,105.564,25.577,Spire Motorsports,False,False,15,15,green
Austin Cindric,4180,Frd,2,125,4,105.559,25.578,Team Penske,False,False,13,5,green
Chris Buescher,3989,Frd,17,157,16,105.555,25.579,RFK Racing,False,False,12,30,green
Justin Haley,4172,Chv,7,50,11,105.555,25.579,Spire Motorsports,False,False,25,37,green
Kyle Busch,454,Chv,8,177,21,105.555,25.579,Richard Childress Racing,False,False,28,16,green
Todd Gilliland,4231,Frd,34,286,17,105.555,25.579,Front Row Motorsports,False,False,31,25,green
Cody Ware,4125,Frd,51,307,31,105.555,25.579,Rick Ware Racing,False,False,37,32,green
Michael McDowell,3832,Chv,71,282,21,105.551,25.580,Spire Motorsports,False,False,10,17,pitting in
Kyle Busch,454,Chv,8,67,31,105.551,25.580,Richard Childress Racing,False,False,28,16,green
Todd Gilliland,4231,Frd,34,380,25,105.551,25.580,Front Row Motorsports,False,False,31,25,green
Michael McDowell,3832,Chv,71,53,10,105.551,25.580,Spire Motorsports,False,False,10,17,green
Noah Gragson,4224,Frd,4,341,24,105.551,25.580,Front Row Motorsports,False,False,22,27,pitting in
Zane Smith,4272,Frd,38,346,4,105.551,25.580,Front Row Motorsports,False,False,29,11,pitting in
AJ Allmendinger,3774,Chv,16,333,16,105.547,25.581,Kaulig Racing,False,False,3,22,green
William Byron,4184,Chv,24,27,18,105.543,25.582,Hendrick Motorsports,False,False,14,12,green
Ty Dillon,4013,Chv,10,337,19,105.543,25.582,Kaulig Racing,False,False,16,20,green
Jesse Love,4463,Chv,33,354,32,105.543,25.582,Richard Childress Racing,False,True,35,33,green
AJ Allmendinger,3774,Chv,16,384,16,105.543,25.582,Kaulig Racing,False,False,3,22,green
Brad Keselowski,1816,Frd,6,173,12,105.539,25.583,RFK Racing,False,False,6,9,green
Noah Gragson,4224,Frd,4,396,27,105.539,25.583,Front Row Motorsports,False,False,22,27,green
Noah Gragson,4224,Frd,4,161,28,105.539,25.583,Front Row Motorsports,False,False,22,27,green
Shane Van Gisbergen,4469,Chv,88,176,9,105.539,25.583,Trackhouse Racing,False,False,27,14,green
Bubba Wallace,4025,Tyt,23,176,1,105.535,25.584,23XI Racing,False,False,7,28,green
Michael McDowell,3832,Chv,71,158,21,105.535,25.584,Spire Motorsports,False,False,10,17,green
Josh Berry,4123,Frd,21,398,8,105.535,25.584,Wood Brothers Racing,False,False,17,8,green
AJ Allmendinger,3774,Chv,16,287,14,105.535,25.584,Kaulig Racing,False,False,3,22,green
Ty Dillon,4013,Chv,10,110,27,105.535,25.584,Kaulig Racing,False,False,16,20,green
Ryan Preece,4070,Frd,60,361,32,105.531,25.585,RFK Racing,False,False,1,35,green
Corey Heim,4387,Tyt,67,107,36,105.531,25.585,23XI Racing,False,True,32,29,green
Ty Dillon,4013,Chv,10,396,21,105.531,25.585,Kaulig Racing,False,False,16,20,green
Zane Smith,4272,Frd,38,398,10,105.522,25.587,Front Row Motorsports,False,False,29,11,green
Zane Smith,4272,Frd,38,400,11,105.522,25.587,Front Row Motorsports,False,False,29,11,pitting in
Ty Dillon,4013,Chv,10,278,25,105.522,25.587,Kaulig Racing,False,False,16,20,green
Christopher Bell,4153,Tyt,20,284,12,105.522,25.587,Joe Gibbs Racing,False,False,8,21,green
Michael McDowell,3832,Chv,71,49,7,105.522,25.587,Spire Motorsports,False,False,10,17,green
Ross Chastain,4001,Chv,1,325,18,105.522,25.587,Trackhouse Racing,False,False,33,19,green
John Hunter Nemechek,4092,Tyt,42,260,30,105.518,25.588,Legacy Motor Club,False,False,34,36,green
AJ Allmendinger,3774,Chv,16,34,3,105.518,25.588,Kaulig Racing,False,False,3,22,green
Ross Chastain,4001,Chv,1,166,20,105.514,25.589,Trackhouse Racing,False,False,33,19,green
Riley Herbst,4269,Tyt,35,325,29,105.514,25.589,23XI Racing,False,False,26,31,green
Christopher Bell,4153,Tyt,20,340,21,105.514,25.589,Joe Gibbs Racing,False,False,8,21,green
Josh Berry,4123,Frd,21,400,8,105.514,25.589,Wood Brothers Racing,False,False,17,8,pitting in
Kyle Larson,4030,Chv,5,174,14,105.514,25.589,Hendrick Motorsports,False,False,30,6,green
Ricky Stenhouse Jr.,3888,Chv,47,69,33,105.514,25.589,HYAK Motorsports,False,False,36,23,green
Austin Dillon,3873,Chv,3,166,8,105.510,25.590,Richard Childress Racing,False,False,11,1,green
Ryan Preece,4070,Frd,60,148,20,105.510,25.590,RFK Racing,False,False,1,35,green
Riley Herbst,4269,Tyt,35,341,27,105.510,25.590,23XI Racing,False,False,26,31,green
Kyle Busch,454,Chv,8,114,28,105.510,25.590,Richard Childress Racing,False,False,28,16,green
Ty Dillon,4013,Chv,10,174,19,105.506,25.591,Kaulig Racing,False,False,16,20,green
Shane Van Gisbergen,4469,Chv,88,282,14,105.506,25.591,Trackhouse Racing,False,False,27,14,green
Erik Jones,4059,Tyt,43,384,26,105.506,25.591,Legacy Motor Club,False,False,18,26,green
Kyle Busch,454,Chv,8,115,29,105.506,25.591,Richard Childress Racing,False,False,28,16,green
Todd Gilliland,4231,Frd,34,175,19,105.502,25.592,Front Row Motorsports,False,False,31,25,green
Zane Smith,4272,Frd,38,289,8,105.502,25.592,Front Row Motorsports,False,False,29,11,green
Cody Ware,4125,Frd,51,117,37,105.502,25.592,Rick Ware Racing,False,False,37,32,green
Corey Heim,4387,Tyt,67,101,35,105.502,25.592,23XI Racing,False,True,32,29,green
Chase Briscoe,4228,Tyt,19,395,13,105.498,25.593,Joe Gibbs Racing,False,False,19,13,green
Riley Herbst,4269,Tyt,35,109,34,105.498,25.593,23XI Racing,False,False,26,31,green
John Hunter Nemechek,4092,Tyt,42,264,30,105.498,25.593,Legacy Motor Club,False,False,34,36,green
John Hunter Nemechek,4092,Tyt,42,380,36,105.493,25.594,Legacy Motor Club,False,False,34,36,green
Shane Van Gisbergen,4469,Chv,88,36,12,105.493,25.594,Trackhouse Racing,False,False,27,14,green
Chris Buescher,3989,Frd,17,278,28,105.493,25.594,RFK Racing,False,False,12,30,green
Jesse Love,4463,Chv,33,120,29,105.481,25.597,Richard Childress Racing,False,True,35,33,green
Jesse Love,4463,Chv,33,122,28,105.481,25.597,Richard Childress Racing,False,True,35,33,green
Denny Hamlin,1361,Tyt,11,400,10,105.477,25.598,Joe Gibbs Racing,False,False,4,10,pitting in
Ty Dillon,4013,Chv,10,116,27,105.477,25.598,Kaulig Racing,False,False,16,20,green
Alex Bowman,4045,Chv,48,170,17,105.477,25.598,Hendrick Motorsports,False,False,9,2,green
Jesse Love,4463,Chv,33,275,35,105.477,25.598,Richard Childress Racing,False,True,35,33,green
Denny Hamlin,1361,Tyt,11,389,9,105.477,25.598,Joe Gibbs Racing,False,False,4,10,green
Todd Gilliland,4231,Frd,34,392,25,105.477,25.598,Front Row Motorsports,False,False,31,25,green
Kyle Larson,4030,Chv,5,169,14,105.477,25.598,Hendrick Motorsports,False,False,30,6,green
Noah Gragson,4224,Frd,4,164,28,105.477,25.598,Front Row Motorsports,False,False,22,27,green
Ryan Preece,4070,Frd,60,356,31,105.473,25.599,RFK Racing,False,False,1,35,green
Christopher Bell,4153,Tyt,20,120,3,105.473,25.599,Joe Gibbs Racing,False,False,8,21,green
Todd Gilliland,4231,Frd,34,328,24,105.473,25.599,Front Row Motorsports,False,False,31,25,green
Noah Gragson,4224,Frd,4,169,29,105.473,25.599,Front Row Motorsports,False,False,22,27,green
Kyle Busch,454,Chv,8,174,30,105.469,25.600,Richard Childress Racing,False,False,28,16,green
Ty Gibbs,4368,Tyt,54,127,33,105.469,25.600,Joe Gibbs Racing,False,False,23,18,green
Michael McDowell,3832,Chv,71,335,16,105.469,25.600,Spire Motorsports,False,False,10,17,green
Jesse Love,4463,Chv,33,164,32,105.469,25.600,Richard Childress Racing,False,True,35,33,green
Ryan Blaney,4023,Frd,12,385,3,105.465,25.601,Team Penske,False,False,20,3,green
Kyle Larson,4030,Chv,5,173,14,105.465,25.601,Hendrick Motorsports,False,False,30,6,green
Chase Briscoe,4228,Tyt,19,390,13,105.465,25.601,Joe Gibbs Racing,False,False,19,13,green
Ty Dillon,4013,Chv,10,118,27,105.465,25.601,Kaulig Racing,False,False,16,20,green
Alex Bowman,4045,Chv,48,395,2,105.465,25.601,Hendrick Motorsports,False,False,9,2,green
Ross Chastain,4001,Chv,1,390,19,105.461,25.602,Trackhouse Racing,False,False,33,19,green
Riley Herbst,4269,Tyt,35,172,32,105.461,25.602,23XI Racing,False,False,26,31,green
Riley Herbst,4269,Tyt,35,117,32,105.456,25.603,23XI Racing,False,False,26,31,green
Chase Elliott,4062,Chv,9,170,18,105.456,25.603,Hendrick Motorsports,False,False,5,38,green
Christopher Bell,4153,Tyt,20,399,21,105.456,25.603,Joe Gibbs Racing,False,False,8,21,pitting in
Noah Gragson,4224,Frd,4,388,27,105.452,25.604,Front Row Motorsports,False,False,22,27,green
John Hunter Nemechek,4092,Tyt,42,261,30,105.452,25.604,Legacy Motor Club,False,False,34,36,green
Todd Gilliland,4231,Frd,34,386,25,105.452,25.604,Front Row Motorsports,False,False,31,25,green
Noah Gragson,4224,Frd,4,387,27,105.452,25.604,Front Row Motorsports,False,False,22,27,green
Erik Jones,4059,Tyt,43,285,17,105.452,25.604,Legacy Motor Club,False,False,18,26,pitting in
Justin Haley,4172,Chv,7,44,6,105.448,25.605,Spire Motorsports,False,False,25,37,green
AJ Allmendinger,3774,Chv,16,176,23,105.444,25.606,Kaulig Racing,False,False,3,22,pitting in
Corey Heim,4387,Tyt,67,104,36,105.444,25.606,23XI Racing,False,True,32,29,green
Corey Heim,4387,Tyt,67,106,36,105.444,25.606,23XI Racing,False,True,32,29,green
John Hunter Nemechek,4092,Tyt,42,109,35,105.440,25.607,Legacy Motor Club,False,False,34,36,green
Justin Haley,4172,Chv,7,160,29,105.440,25.607,Spire Motorsports,False,False,25,37,green
Todd Gilliland,4231,Frd,34,390,25,105.436,25.608,Front Row Motorsports,False,False,31,25,green
Daniel Suarez,4113,Chv,99,400,7,105.432,25.609,Trackhouse Racing,False,False,21,7,pitting in
Denny Hamlin,1361,Tyt,11,393,9,105.432,25.609,Joe Gibbs Racing,False,False,4,10,green
Ty Gibbs,4368,Tyt,54,32,23,105.432,25.609,Joe Gibbs Racing,False,False,23,18,green
Chris Buescher,3989,Frd,17,161,17,105.428,25.610,RFK Racing,False,False,12,30,green
Kyle Busch,454,Chv,8,175,29,105.428,25.610,Richard Childress Racing,False,False,28,16,green
Noah Gragson,4224,Frd,4,34,23,105.428,25.610,Front Row Motorsports,False,False,22,27,pitting in
Daniel Suarez,4113,Chv,99,334,7,105.428,25.610,Trackhouse Racing,False,False,21,7,green
John Hunter Nemechek,4092,Tyt,42,69,26,105.428,25.610,Legacy Motor Club,False,False,34,36,green
Todd Gilliland,4231,Frd,34,395,25,105.423,25.611,Front Row Motorsports,False,False,31,25,green
Jesse Love,4463,Chv,33,353,33,105.423,25.611,Richard Childress Racing,False,True,35,33,green
Todd Gilliland,4231,Frd,34,125,10,105.419,25.612,Front Row Motorsports,False,False,31,25,green
Tyler Reddick,4065,Tyt,45,177,2,105.419,25.612,23XI Racing,False,False,2,34,pitting in
Justin Haley,4172,Chv,7,178,15,105.419,25.612,Spire Motorsports,False,False,25,37,green
Ricky Stenhouse Jr.,3888,Chv,47,168,26,105.415,25.613,HYAK Motorsports,False,False,36,23,green
Kyle Busch,454,Chv,8,271,22,105.415,25.613,Richard Childress Racing,False,False,28,16,green
Ty Gibbs,4368,Tyt,54,353,4,105.411,25.614,Joe Gibbs Racing,False,False,23,18,green
Jesse Love,4463,Chv,33,171,31,105.411,25.614,Richard Childress Racing,False,True,35,33,green
Riley Herbst,4269,Tyt,35,159,33,105.407,25.615,23XI Racing,False,False,26,31,green
Ty Dillon,4013,Chv,10,390,21,105.407,25.615,Kaulig Racing,False,False,16,20,green
Ryan Preece,4070,Frd,60,280,26,105.407,25.615,RFK Racing,False,False,1,35,green
Austin Dillon,3873,Chv,3,168,8,105.403,25.616,Richard Childress Racing,False,False,11,1,green
Michael McDowell,3832,Chv,71,281,21,105.403,25.616,Spire Motorsports,False,False,10,17,green
Cole Custer,4104,Frd,41,294,2,105.403,25.616,Haas Factory Team,False,False,24,24,pitting in
John Hunter Nemechek,4092,Tyt,42,320,32,105.403,25.616,Legacy Motor Club,False,False,34,36,green
Chris Buescher,3989,Frd,17,374,26,105.403,25.616,RFK Racing,False,False,12,30,green
Cody Ware,4125,Frd,51,112,38,105.399,25.617,Rick Ware Racing,False,False,37,32,green
Cody Ware,4125,Frd,51,391,32,105.399,25.617,Rick Ware Racing,False,False,37,32,green
William Byron,4184,Chv,24,326,10,105.399,25.617,Hendrick Motorsports,False,False,14,12,green
Chase Briscoe,4228,Tyt,19,398,13,105.395,25.618,Joe Gibbs Racing,False,False,19,13,green
Tyler Reddick,4065,Tyt,45,176,2,105.395,25.618,23XI Racing,False,False,2,34,green
Ty Dillon,4013,Chv,10,331,19,105.395,25.618,Kaulig Racing,False,False,16,20,green
Ricky Stenhouse Jr.,3888,Chv,47,167,26,105.395,25.618,HYAK Motorsports,False,False,36,23,green
Ty Dillon,4013,Chv,10,112,27,105.395,25.618,Kaulig Racing,False,False,16,20,green
Michael McDowell,3832,Chv,71,393,17,105.395,25.618,Spire Motorsports,False,False,10,17,green
Chase Briscoe,4228,Tyt,19,172,11,105.391,25.619,Joe Gibbs Racing,False,False,19,13,green
Ricky Stenhouse Jr.,3888,Chv,47,398,23,105.391,25.619,HYAK Motorsports,False,False,36,23,green
Noah Gragson,4224,Frd,4,166,28,105.391,25.619,Front Row Motorsports,False,False,22,27,green
Tyler Reddick,4065,Tyt,45,297,27,105.386,25.620,23XI Racing,False,False,2,34,green
Riley Herbst,4269,Tyt,35,280,31,105.386,25.620,23XI Racing,False,False,26,31,green
Todd Gilliland,4231,Frd,34,33,28,105.386,25.620,Front Row Motorsports,False,False,31,25,green
Cody Ware,4125,Frd,51,387,32,105.386,25.620,Rick Ware Racing,False,False,37,32,green
Ty Gibbs,4368,Tyt,54,350,3,105.382,25.621,Joe Gibbs Racing,False,False,23,18,green
Michael McDowell,3832,Chv,71,167,24,105.382,25.621,Spire Motorsports,False,False,10,17,green
Michael McDowell,3832,Chv,71,166,24,105.378,25.622,Spire Motorsports,False,False,10,17,green
Kyle Busch,454,Chv,8,119,29,105.378,25.622,Richard Childress Racing,False,False,28,16,green
AJ Allmendinger,3774,Chv,16,158,29,105.378,25.622,Kaulig Racing,False,False,3,22,green
Ross Chastain,4001,Chv,1,394,19,105.378,25.622,Trackhouse Racing,False,False,33,19,green
Cody Ware,4125,Frd,51,68,38,105.378,25.622,Rick Ware Racing,False,False,37,32,green
Ryan Preece,4070,Frd,60,327,22,105.370,25.624,RFK Racing,False,False,1,35,green
Todd Gilliland,4231,Frd,34,38,10,105.370,25.624,Front Row Motorsports,False,False,31,25,pitting in
Todd Gilliland,4231,Frd,34,31,31,105.370,25.624,Front Row Motorsports,False,False,31,25,green
Ryan Preece,4070,Frd,60,145,19,105.366,25.625,RFK Racing,False,False,1,35,green
Denny Hamlin,1361,Tyt,11,67,2,105.362,25.626,Joe Gibbs Racing,False,False,4,10,green
Bubba Wallace,4025,Tyt,23,33,8,105.362,25.626,23XI Racing,False,False,7,28,green
John Hunter Nemechek,4092,Tyt,42,66,24,105.358,25.627,Legacy Motor Club,False,False,34,36,green
Cody Ware,4125,Frd,51,121,35,105.358,25.627,Rick Ware Racing,False,False,37,32,green
Bubba Wallace,4025,Tyt,23,343,27,105.358,25.627,23XI Racing,False,False,7,28,green
Alex Bowman,4045,Chv,48,46,3,105.358,25.627,Hendrick Motorsports,False,False,9,2,green
Ty Gibbs,4368,Tyt,54,30,22,105.354,25.628,Joe Gibbs Racing,False,False,23,18,green
Tyler Reddick,4065,Tyt,45,175,2,105.354,25.628,23XI Racing,False,False,2,34,green
John Hunter Nemechek,4092,Tyt,42,151,30,105.354,25.628,Legacy Motor Club,False,False,34,36,green
Justin Haley,4172,Chv,7,51,11,105.354,25.628,Spire Motorsports,False,False,25,37,green
Cole Custer,4104,Frd,41,291,9,105.349,25.629,Haas Factory Team,False,False,24,24,green
Tyler Reddick,4065,Tyt,45,345,31,105.349,25.629,23XI Racing,False,False,2,34,green
Ryan Blaney,4023,Frd,12,395,3,105.349,25.629,Team Penske,False,False,20,3,green
Todd Gilliland,4231,Frd,34,172,24,105.345,25.630,Front Row Motorsports,False,False,31,25,green
Todd Gilliland,4231,Frd,34,126,10,105.345,25.630,Front Row Motorsports,False,False,31,25,green
